color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score_orig;aspect_ratio;movie_facebook_likes;Title;Year;content_rating_omdb;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID;Source_Currency
Color;Christopher Nolan;712.0;169.0;22000.0;6000.0;Anne Hathaway;6000.0;187991439.0;Adventure|Drama|Sci-Fi;Matthew McConaughey;Interstellar ;928227.0;31488.0;Mackenzie Foy;1.0;black hole|father daughter relationship|saving the world|space travel|wormhole;http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1;2725.0;English;USA;PG-13;165000000.0;2014;11000.0;8.6;2.35;349000.0;Interstellar;2014;PG-13;07/11/2014;169 min;Adventure, Drama, Sci-Fi;Christopher Nolan;Jonathan Nolan, Christopher Nolan;Matthew McConaughey, Anne Hathaway, Jessica Chastain;when earth becomes uninhabitable in the future, a farmer and ex-nasa pilot, joseph cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.;English;United States, United Kingdom, Canada;Won 1 Oscar. 44 wins & 148 nominations total;https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '74/100'}];74.0;8.7;2423918;tt0816692;movie;;203227580.0;;;True;;;;;
Color;Neil Burger;31.0;88.0;168.0;21.0;Christel Khalil;21.0;47329.0;Drama;Raymond J. Barry;Interview with the Assassin ;1661.0;243.0;Renee Faia;0.0;conspiracy theory|kennedy assassination|mock documentary|paranoia;http://www.imdb.com/title/tt0308411/?ref_=fn_tt_tt_1;31.0;English;USA;R;750000.0;2002;72.0;6.5;1.78;163.0;Interview with the Assassin;2002;R;09/05/2002;88 min;Drama;Neil Burger;Neil Burger;Dylan Haggerty, Raymond J. Barry, Renee Faia;Almost forty years after the John F. Kennedy assassination, an ex-Marine named Walter Ohlinger has come forward with a startling claim.;English;United States;2 wins & 3 nominations;https://m.media-amazon.com/images/M/MV5BMjAwNDE3MjYxOF5BMl5BanBnXkFtZTYwNTE0MDg5._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '60/100'}];60.0;6.5;1915;tt0308411;movie;;;;;True;;;;;
Color;Neil Jordan;120.0;123.0;277.0;4000.0;Tom Cruise;4000.0;105264608.0;Drama|Fantasy|Horror;Brad Pitt;Interview with the Vampire: The Vampire Chronicles ;239752.0;25697.0;Kirsten Dunst;0.0;betrayal|dangerous friend|gothic|monster as victim|vampire;http://www.imdb.com/title/tt0110148/?ref_=fn_tt_tt_1;406.0;English;USA;R;60000000.0;1994;10000.0;7.6;1.85;11000.0;Interview with the Vampire: The Vampire Chronicles ;1994;R;11/11/1994;;Drama|Fantasy|Horror;Neil Jordan;Neil Jordan;Brad Pitt, Tom Cruise, Kirsten Dunst;;English;USA;No Awards;;;66.99193167734947;7.6;239752;tt3960394;movie;;105264608.0;;;True;;;;;
Color;John Stockwell;120.0;110.0;134.0;795.0;James Frain;795.0;18472363.0;Action|Adventure|Crime|Thriller;Paul Walker;Into the Blue ;63599.0;25049.0;Ashley Scott;3.0;bahamas|blood splatter|cocaine|hairy chest|shark;http://www.imdb.com/title/tt0378109/?ref_=fn_tt_tt_1;208.0;English;USA;PG-13;50000000.0;2005;1000.0;5.8;2.35;0.0;Into the Blue;2005;PG-13;30/09/2005;110 min;Action, Adventure, Crime;John Stockwell;Matt Johnson;Paul Walker, Jessica Alba, Scott Caan;four divers cross paths with drug smugglers in the bahamas.;English;United States;1 win & 2 nominations total;https://m.media-amazon.com/images/M/MV5BNWViZjU1NWYtZGJhZi00YWNmLTg5MzgtZTk1NzA2NDgxYzcyXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '45/100'}];45.0;5.9;82477;tt0378109;movie;;18801234.0;;;True;;;;;
;David Hackl;48.0;94.0;43.0;129.0;Michaela McManus;129.0;;Action|Horror|Thriller;Scott Glenn;Into the Grizzly Maze ;4486.0;1586.0;Luisa D'Oliveira;4.0;bear|breasts|female nudity|grizzly|wilderness;http://www.imdb.com/title/tt1694021/?ref_=fn_tt_tt_1;38.0;English;USA;R;10000000.0;2015;476.0;5.3;1.85;0.0;Into the Grizzly Maze;2015;R;04/08/2015;94 min;Action, Adventure, Horror;David Hackl;Guy Moshe, J.R. Reher;James Marsden, Thomas Jane, Piper Perabo;Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.;English, American Sign ;United States, Canada;;https://m.media-amazon.com/images/M/MV5BMjExOTkxMTIzN15BMl5BanBnXkFtZTgwNjcxNzY2NTE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '43/100'}];43.0;5.3;1105;tt1694021;movie;;;;;True;;;;;
Color;Steven Quale;228.0;89.0;77.0;159.0;Alycia Debnam-Carey;159.0;47553512.0;Action|Thriller;Matt Walsh;Into the Storm ;54101.0;1367.0;Scott Lawrence;0.0;danger|graduation|storm|teenage boy|tornado;http://www.imdb.com/title/tt2106361/?ref_=fn_tt_tt_1;210.0;English;USA;PG-13;50000000.0;2014;298.0;5.8;1.85;15000.0;Into the Storm;2014;PG-13;08/08/2014;89 min;Action, Adventure, Drama;Steven Quale;John Swetnam;Richard Armitage, Sarah Wayne Callies, Matt Walsh;storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of silverton.;English;United States;3 wins & 1 nomination total;https://m.media-amazon.com/images/M/MV5BMjMwODI2ODc3Nl5BMl5BanBnXkFtZTgwMDQwNjkwMjE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '44/100'}];44.0;5.8;73498;tt2106361;movie;;47615959.0;;;True;;;;;
Color;Sean Penn;274.0;148.0;0.0;826.0;William Hurt;826.0;18352454.0;Adventure|Biography|Drama;Kristen Stewart;Into the Wild ;426359.0;18752.0;Hal Holbrook;0.0;alaska|based on true story|male nudity|self discovery|wilderness;http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1;760.0;English;USA;R;15000000.0;2007;882.0;8.0;2.35;76000.0;Into the Wild;2007;R;19/10/2007;148 min;Adventure, Biography, Drama;Sean Penn;Sean Penn, Jon Krakauer;Emile Hirsch, Marcia Gay Harden, William Hurt;After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.;English, Danish;United States;Nominated for 2 Oscars. 23 wins & 106 nominations total;https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '73/100'}];73.0;8.0;689244;tt0758758;movie;;;;;True;;;;;
Color;Rob Marshall;321.0;125.0;252.0;10000.0;Meryl Streep;10000.0;127997349.0;Adventure|Comedy|Drama|Fantasy|Musical;Johnny Depp;Into the Woods ;101178.0;62837.0;Anna Kendrick;1.0;based on stage musical|cinderella|little red riding hood|singing|witch;http://www.imdb.com/title/tt2180411/?ref_=fn_tt_tt_1;779.0;English;USA;PG;50000000.0;2014;11000.0;6.0;2.39;90000.0;Into the Woods;2014;PG;25/12/2014;125 min;Adventure, Comedy, Drama;Rob Marshall;James Lapine, Stephen Sondheim;Anna Kendrick, Meryl Streep, Chris Pine;a witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.;English;United States, Canada, Italy, United Kingdom;Nominated for 3 Oscars. 11 wins & 75 nominations total;https://m.media-amazon.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '69/100'}];69.0;5.9;152185;tt2180411;movie;;128002372.0;;;True;;;;;
Color;Joel Coen;161.0;100.0;0.0;210.0;Paul Adelstein;210.0;35096190.0;Comedy|Crime|Romance;Cedric the Entertainer;Intolerable Cruelty ;76560.0;1395.0;Julia Duffy;1.0;attorney|divorce|marriage|real estate|screwball comedy;http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1;322.0;English;USA;PG-13;60000000.0;2003;399.0;6.3;1.85;0.0;Intolerable Cruelty;2003;PG-13;10/10/2003;100 min;Comedy, Crime, Romance;Joel Coen, Ethan Coen;Robert Ramsey, Matthew Stone, John Romano;George Clooney, Catherine Zeta-Jones, Billy Bob Thornton;miles, a high-profile divorce lawyer, wins a case for his rich but adulterous client rex rexroth. but rex's ex-wife, marylin, who is no saint and is a gold-digger, plots to take revenge on miles.;English, French;United States;3 nominations total;https://m.media-amazon.com/images/M/MV5BMzgwY2RlYzMtOGNhMi00NzcyLTg1M2YtMzZiYTNiNjdjYjIyXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '71/100'}];71.0;6.3;104684;tt0138524;movie;;35327628.0;;;True;;;;;
 Black and White;D.W. Griffith;69.0;123.0;204.0;9.0;Mae Marsh;9.0;;Drama|History|War;Lillian Gish;Intolerance: Love's Struggle Throughout the Ages ;10718.0;481.0;Walter Long;1.0;huguenot|intolerance|medicis|protestant|wedding;http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1;88.0;;USA;Not Rated;385907.0;1916;22.0;7.7;1.33;691.0;Intolerance;1916;Not Rated;04/10/2016;163 min;Drama, History;D.W. Griffith;Hettie Grey Baker, Tod Browning, D.W. Griffith;Lillian Gish, Robert Harron, Mae Marsh;Four historical tales depict the ongoing human struggle against prejudice and inhumanity.;English;United States;2 wins total;https://m.media-amazon.com/images/M/MV5BNmVhY2U4Y2QtYTg1ZC00OWZkLWI0OTgtZTkwZmY5Y2ZlMjUxXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '99/100'}];99.0;7.7;17618;tt0006864;movie;;;;;True;;;;;
Color;Tobe Hooper;52.0;100.0;365.0;225.0;Bud Cort;225.0;4884663.0;Horror|Sci-Fi;Louise Fletcher;Invaders from Mars ;5187.0;1661.0;William Bassett;0.0;alien|boy|nurse|school|school nurse;http://www.imdb.com/title/tt0091276/?ref_=fn_tt_tt_1;64.0;English;USA;PG;12000000.0;1986;394.0;5.5;2.35;902.0;Invaders from Mars;1986;PG;06/06/1986;100 min;Horror, Sci-Fi;Tobe Hooper;Richard Blake, Dan O'Bannon, Don Jakoby;Karen Black, Hunter Carson, Timothy Bottoms;A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.;English;United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BOWY3YTU2NzItNDczZS00NmE5LWFkMWYtYmE3YjNjMjEyZjM4XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '56/100'}];56.0;5.5;11302;tt0091276;movie;;;;;True;;;;;
Color;Joseph Zito;54.0;107.0;17.0;53.0;Richard Lynch;53.0;;Action|Thriller;Billy Drago;Invasion U.S.A. ;6143.0;857.0;Eddie Jones;1.0;army|nightmare|one man army|rescue|spy;http://www.imdb.com/title/tt0089348/?ref_=fn_tt_tt_1;90.0;English;USA;R;10000000.0;1985;324.0;5.4;1.85;0.0;Invasion U.S.A.;1985;R;27/09/1985;107 min;Action, Thriller;Joseph Zito;James Bruner, Chuck Norris, Aaron Norris;Chuck Norris, Richard Lynch, Melissa Prophet;A one-man army comes to the rescue when the United States are invaded by communists.;English, Russian, Spanish;United States;;https://m.media-amazon.com/images/M/MV5BNjIxNDk2ZTQtMjgzNy00NTNmLWJhOTItZWY5NTFkMmMzMGYzXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '29/100'}];29.0;5.4;11591;tt0089348;movie;;;;;True;;;;;
Color;Clint Eastwood;306.0;134.0;16000.0;204.0;Morgan Freeman;204.0;37479778.0;Biography|Drama|History|Sport;Matt Damon;Invictus ;124222.0;24458.0;Leleti Khumalo;1.0;apartheid|nation|nelson mandela|president|rugby;http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1;259.0;English;USA;PG-13;60000000.0;2009;11000.0;7.4;2.35;23000.0;Invictus;2009;PG-13;11/12/2009;134 min;Biography, Drama, History;Clint Eastwood;Anthony Peckham, John Carlin;Morgan Freeman, Matt Damon, Tony Kgoroge;nelson mandela, in his first term as president of south africa, initiates a unique venture to unite the apartheid-torn land: enlist the national rugby team on a mission to win the 1995 rugby world cup.;English, Afrikaans, Maori, Zulu, Xhosa, Sotho;United States;Nominated for 2 Oscars. 12 wins & 38 nominations total;https://m.media-amazon.com/images/M/MV5BMjAyMzExMDM1N15BMl5BanBnXkFtZTcwNTcyMTQ5Mg@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}];74.0;7.3;172199;tt1057500;movie;;37491364.0;;;True;;;;;
Color;Wilson Yip;78.0;105.0;25.0;51.0;Lynn Hung;51.0;2126511.0;Action|Biography|Drama|History;Mike Tyson;Ip Man 3 ;21912.0;615.0;Kwok-Kwan Chan;0.0;1950s|cancer|hong kong|martial arts school|wing chun;http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1;45.0;Cantonese;Hong Kong;PG-13;36000000.0;2015;79.0;7.0;2.35;12000.0;Ip Man 3;2015;PG-13;05/10/2025;105 min;Action, Biography, Crime;Wilson Yip;Tai-Lee Chan, Lai-Yin Leung, Edmond Wong;Donnie Yen, Lynn Xiong, Jin Zhang;When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.;Cantonese, English;China, Hong Kong;5 wins & 21 nominations total;https://m.media-amazon.com/images/M/MV5BMmZhOWNlMDEtN2M1OC00Yzk5LThhOTAtZDA5NTNjNjQyZDM0XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '57/100'}];57.0;7.0;63345;tt2888046;movie;;;;;True;;;;;
Color;Robert Cary;30.0;101.0;0.0;681.0;Fred Willard;681.0;220234.0;Comedy|Romance;Frances Conroy;Ira & Abby ;1950.0;3574.0;Kevin Sussman;3.0;erectile dysfunction|mugger|mugging|subway robbery|therapy;http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1;24.0;English;USA;R;3500000.0;2006;729.0;6.4;1.85;360.0;Ira & Abby;2006;R;09/05/2008;104 min;Comedy, Romance;Robert Cary;Jennifer Westfeldt;Jennifer Westfeldt, Chris Messina, Jason Alexander;A hastily married couple quickly devolve into a life of affairs, meddling parents, and therapy.;English;United States;4 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BNTc1NDkwNDg4M15BMl5BanBnXkFtZTgwNTg1OTkwMzE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;6.4;2432;tt0480251;movie;;;;;True;;;;;
Color;Robert Greenwald;21.0;75.0;21.0;0.0;Katy Helvenston-Wettengal;0.0;;Documentary|War;Scott Helvenston;Iraq for Sale: The War Profiteers ;1477.0;25.0;Donna Zovko;0.0;american politics|armed forces|political corruption|shady|war profiteer;http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1;24.0;English;USA;;750000.0;2006;0.0;7.6;1.78;274.0;Iraq for Sale: The War Profiteers;2006;0;01/09/2006;75 min;Documentary, War;Robert Greenwald;;Katy Helvenston-Wettengal, Scott Helvenston, Donna Zovko;Robert Greenwald looks at war profiteering in Iraq by private contracting companies Halliburton, CACI, and KBR.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BMjAyNDQ4MzUwMV5BMl5BanBnXkFtZTcwMzI0MDczMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '68/100'}];68.0;7.6;1673;tt0815181;movie;;;;;True;;;;;
Color;Richard Eyre;100.0;91.0;14.0;548.0;Jim Broadbent;548.0;1292119.0;Biography|Drama|Romance;Kate Winslet;Iris ;14786.0;16768.0;Kris Marshall;1.0;alzheimer's disease|book|love|novelist|writer;http://www.imdb.com/title/tt0280778/?ref_=fn_tt_tt_1;144.0;English;UK;R;5500000.0;2001;1000.0;7.0;1.85;0.0;Iris;2001;R;29/03/2002;91 min;Biography, Drama, Romance;Richard Eyre;John Bayley, Richard Eyre, Charles Wood;Judi Dench, Jim Broadbent, Kate Winslet;True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.;English;United Kingdom, United States;Won 1 Oscar. 14 wins & 31 nominations total;https://m.media-amazon.com/images/M/MV5BY2M5ZWFiYWYtZGE5NC00MGMzLTkwMTQtOTE4MjIwMjEwZTNjXkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '76/100'}];76.0;7.0;19285;tt0280778;movie;;;;;True;;;;;
Color;Jon Favreau;453.0;124.0;4000.0;4000.0;Scarlett Johansson;4000.0;312057433.0;Action|Adventure|Sci-Fi;Robert Downey Jr.;Iron Man 2 ;522371.0;48638.0;Jon Favreau;4.0;hammer|military|monaco|revenge|tony stark;http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1;723.0;English;USA;PG-13;200000000.0;2010;19000.0;7.0;2.35;18000.0;Iron Man 2;2010;PG-13;07/05/2010;124 min;Action, Sci-Fi;Jon Favreau;Justin Theroux, Stan Lee, Don Heck;Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow;with the world now aware of his identity as iron man, tony stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.;English, French, Russian;United States;Nominated for 1 Oscar. 7 wins & 45 nominations total;https://m.media-amazon.com/images/M/MV5BYWYyOGQzOGYtMGQ1My00ZWYxLTgzZjktZWYzN2IwYjkxYzM0XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '57/100'}];57.0;6.9;919633;tt1228705;movie;;312433331.0;;;True;;;;;
Color;Shane Black;608.0;195.0;1000.0;3000.0;Jon Favreau;3000.0;408992272.0;Action|Adventure|Sci-Fi;Robert Downey Jr.;Iron Man 3 ;557489.0;30426.0;Don Cheadle;3.0;armor|explosion|human bomb|missile attack|terrorist;http://www.imdb.com/title/tt1300854/?ref_=fn_tt_tt_1;1187.0;English;USA;PG-13;200000000.0;2013;4000.0;7.2;2.35;95000.0;Iron Man 3;2013;PG-13;03/05/2013;130 min;Action, Adventure, Sci-Fi;Shane Black;Drew Pearce, Shane Black, Stan Lee;Robert Downey Jr., Guy Pearce, Gwyneth Paltrow;when tony stark's world is torn apart by a formidable terrorist called the mandarin, he starts an odyssey of rebuilding and retribution.;English;United States;Nominated for 1 Oscar. 20 wins & 63 nominations total;https://m.media-amazon.com/images/M/MV5BMjIzMzAzMjQyM15BMl5BanBnXkFtZTcwNzM2NjcyOQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;7.1;947421;tt1300854;movie;;409013994.0;;;True;;;;;
Color;Jon Favreau;486.0;126.0;4000.0;4000.0;Jeff Bridges;4000.0;318298180.0;Action|Adventure|Sci-Fi;Robert Downey Jr.;Iron Man ;696338.0;39252.0;Jon Favreau;3.0;afghanistan|billionaire|inventor|playboy|u.s. air force;http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1;1055.0;English;USA;PG-13;140000000.0;2008;12000.0;7.9;2.35;10000.0;Iron Man;2008;PG-13;02/05/2008;126 min;Action, Adventure, Sci-Fi;Jon Favreau;Mark Fergus, Hawk Ostby, Art Marcum;Robert Downey Jr., Gwyneth Paltrow, Terrence Howard;after being held captive in an afghan cave, billionaire engineer tony stark creates a unique weaponized suit of armor to fight evil.;English, Persian, Urdu, Arabic, Kurdish, Hindi, Hungarian;United States, Canada;Nominated for 2 Oscars. 24 wins & 73 nominations total;https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '79/100'}];79.0;7.9;1194561;tt0371746;movie;;319034126.0;;;True;;;;;
Color;Jonathan English;91.0;121.0;9.0;520.0;Mackenzie Crook;520.0;;Action|Adventure|History|Romance;Jason Flemyng;Ironclad ;34338.0;3287.0;Derek Jacobi;2.0;castle|england|king|knight|templar;http://www.imdb.com/title/tt1233301/?ref_=fn_tt_tt_1;103.0;English;UK;R;25000000.0;2011;870.0;6.1;2.35;0.0;Ironclad;2011;R;26/07/2011;121 min;Action, Drama, History;Jonathan English;Jonathan English, Erick Kastel, Stephen McDool;Paul Giamatti, Jason Flemyng, Brian Cox;In thirteenth-century England, a Knights Templar and a few of the Barons men fight to defend Rochester Castle against the tyrannical King John.;English, Hungarian, Latin, Danish;United Kingdom, Switzerland, United States, Germany;;https://m.media-amazon.com/images/M/MV5BMjI1NTU2NTI5NV5BMl5BanBnXkFtZTcwNDYzOTI1NQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '42/100'}];42.0;6.1;44871;tt1233301;movie;;;;;True;;;;;
Color;Thomas Lilti;18.0;102.0;12.0;2.0;Félix Moati;2.0;;Comedy|Drama;François Cluzet;Irreplaceable ;389.0;553.0;Marianne Denicourt;2.0;doctor|hospital|mayor|no opening credits|title at the end;http://www.imdb.com/title/tt5078326/?ref_=fn_tt_tt_1;1.0;French;France;;;2016;8.0;6.5;;36.0;Irreplaceable;2016;0;02/02/2017;102 min;Comedy, Drama;Thomas Lilti;Thomas Lilti, Baya Kasmi, Shérazade Khalladi;François Cluzet, Marianne Denicourt, Christophe Odent;After a doctor is diagnosed with cancer, a new doctor joins him to help him treat his rural patients.;French;France;3 nominations total;https://m.media-amazon.com/images/M/MV5BYjNkYWU1YTktNmRjNS00OTI5LWIyNjctNTIyMjEyYmQwMmY0XkEyXkFqcGc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}];;6.5;3427;tt5078326;movie;;;;;True;;;;;
